title,year,cinema_link,stars, wikipediaLink, sale, duration, year, poster, language
دو دوست, 1393, http://www.cinema-theatre.com/performance_3386/دو-دوست/,حمید عسکری، الهام حمیدی، سحر قریشی، اشکان بانکی، رضا بانکی، پوراندخت مهیمن و محمد بانکی|,,,,,,
دوران عاشقی, 1393, http://www.cinema-theatre.com/performance_3380/فیلم-دوران-عاشقی/,لیلا حاتمی ، شهاب حسینی ، فرهاد اصلانی ، بیتا فرهی ، نسیم ادبی ، پرویز پورحسینی ، شهرام جمشیدی ، سعید داخ ، داریوش فائزی ، سوگل قلاتیان|,,,,,,
دوربین, 1393, http://www.cinema-theatre.com/performance_3357/فیلم-دوربین/,پوریا پورسرخ ، شاهرخ استخری ، بهنوش بختیاری ، رضا رویگری ، سارا منجزی ، هلیا امامی|, https://fa.wikipedia.org//wiki/%D8%AF%D9%88%D8%B1%D8%A8%DB%8C%D9%86_(%D9%81%DB%8C%D9%84%D9%85), , 90, 1375, https://upload.wikimedia.org/wikipedia/commons/thumb/f/f8/Emoji_u1f3a5.svg/30px-Emoji_u1f3a5.svg.png, fa
رخ دیوانه, 1393, http://www.cinema-theatre.com/performance_3360/فیلم-رخ-دیوانه/,صابر ابر ، بیژن امکانیان ، نازنین بیاتی ، گوهر خیراندیش ، طناز طباطبایی ، ساعد سهیلی ، امیر جدیدی|, https://fa.wikipedia.org//wiki/%D8%B1%D8%AE_%D8%AF%DB%8C%D9%88%D8%A7%D9%86%D9%87, 39923764900 , 195 , , https://upload.wikimedia.org/wikipedia/fa/thumb/4/42/Rokh_divane.png/220px-Rokh_divane.png, fa
رستم و سهراب, 1393, http://www.cinema-theatre.com/performance_3346/فیلم-رستم-و-سهراب/,, https://fa.wikipedia.org//wiki/%D8%B1%D8%B3%D8%AA%D9%85_%D9%88_%D8%B3%D9%87%D8%B1%D8%A7%D8%A8_(%D9%81%DB%8C%D9%84%D9%85_%DB%B1%DB%B3%DB%B3%DB%B6), , 90, 1336, https://upload.wikimedia.org/wikipedia/fa/thumb/0/04/Rostam-va-sohrab-1957.jpg/220px-Rostam-va-sohrab-1957.jpg, fa
روباه, 1393, http://www.cinema-theatre.com/performance_3362/فیلم-روباه/,بابک حمیدیان ، مرجان شیرمحمدی ، جلال فاطمی ، حمید گودرزی ، آرش مجیدی|, https://fa.wikipedia.org//wiki/%D8%B1%D9%88%D8%A8%D8%A7%D9%87_(%D9%81%DB%8C%D9%84%D9%85_%DB%B1%DB%B3%DB%B9%DB%B3), , 90 , , https://upload.wikimedia.org/wikipedia/fa/thumb/a/a8/Roobah_poster.jpg/220px-Roobah_poster.jpg, fa
شاهزاده روم (انیمیشن), 1393, http://www.cinema-theatre.com/performance_3392/شاهزاده-روم-(انیمیشن)/,,,,,,,
شرفناز, 1393, http://www.cinema-theatre.com/performance_3500/فیلم-شرفناز/,علی اوسیوند ، حمیرا ریاضی|, https://fa.wikipedia.org//wiki/%D8%B4%D8%B1%D9%81%D9%86%D8%A7%D8%B2, 1573000 , 90 , 1395, https://upload.wikimedia.org/wikipedia/fa/thumb/7/75/SHARAFNAZ.jpg/220px-SHARAFNAZ.jpg, fa
شکاف, 1393, http://www.cinema-theatre.com/performance_3408/فیلم-شکاف/,هانیه توسلی ، بابک حمیدیان ، پارسا پیروزفر ، سحر دولتشاهی ، علیرضا علویان|, https://fa.wikipedia.org//wiki/%D8%B4%DA%A9%D8%A7%D9%81_(%D9%81%DB%8C%D9%84%D9%85), 659900300 , 90 , 1394, https://upload.wikimedia.org/wikipedia/fa/thumb/6/6c/Shekaf_poster.jpg/250px-Shekaf_poster.jpg, fa
شهر موش‌ها 2, 1393, http://www.cinema-theatre.com/performance_3320/فیلم-شهر-موش‌ها-2/,,,,,,,
شیفت شب, 1393, http://www.cinema-theatre.com/performance_3393/فیلم-شیفت-شب/,محمدرضا فروتن ، لیلا زارع ، سحر قریشی ، امیرحسین آرمان ، ترلان پروانه ، اکبر رحمتی ، روح الله مهرابی ، سعیده عرب|, https://fa.wikipedia.org//wiki/%D8%B4%DB%8C%D9%81%D8%AA_%D8%B4%D8%A8_(%D9%81%DB%8C%D9%84%D9%85_%DB%B1%DB%B3%DB%B9%DB%B3), 1269778499 , 100 , 1394, https://upload.wikimedia.org/wikipedia/fa/thumb/d/d2/Shifte_shab_poster.jpg/250px-Shifte_shab_poster.jpg, fa
طعم شیرین خیال, 1393, http://www.cinema-theatre.com/performance_3361/فیلم-طعم-شیرین-خیال/,شهاب حسینی ، نازنین بیاتی ، نادر فلاح ، نازنین فراهانی ، پریوش نظریه|, https://fa.wikipedia.org//wiki/%D8%B7%D8%B9%D9%85_%D8%B4%DB%8C%D8%B1%DB%8C%D9%86_%D8%AE%DB%8C%D8%A7%D9%84, 521686800 , 90 , 1393, https://upload.wikimedia.org/wikipedia/fa/thumb/c/c0/Sweet_taste_of_imagination.jpg/250px-Sweet_taste_of_imagination.jpg, fa
عصر یخبندان, 1393, http://www.cinema-theatre.com/performance_3377/فیلم-عصر-یخبندان/,بهرام رادان ، فرهاد اصلانی ، آناهیتا نعمتی ، سحر دولتشاهی ، مینا ساداتی ، ژاله صامتی ، محسن کیایی|, https://fa.wikipedia.org//wiki/%D8%B9%D8%B5%D8%B1_%DB%8C%D8%AE%D8%A8%D9%86%D8%AF%D8%A7%D9%86_(%D9%81%DB%8C%D9%84%D9%85_%DB%B1%DB%B3%DB%B9%DB%B3), 2015179500 , 100 , 1394, https://upload.wikimedia.org/wikipedia/fa/thumb/d/da/Asre-Yakhbandan.jpg/220px-Asre-Yakhbandan.jpg, fa
فرار از اردو, 1393, http://www.cinema-theatre.com/performance_3491/فیلم-فرار-از-اردو/,محمد بحرانی ، حمیدرضا فلاحی ، شکرخدا گودرزی ، علیرضا مهران ، سیروس همتی|, https://fa.wikipedia.org//wiki/%D9%81%D8%B1%D8%A7%D8%B1_%D8%A7%D8%B2_%D8%A7%D8%B1%D8%AF%D9%88, 144520000 , 90 , 1395, https://upload.wikimedia.org/wikipedia/fa/thumb/c/c9/Farar_az_ordu.jpg/250px-Farar_az_ordu.jpg, fa
قندون جهیزیه, 1393, http://www.cinema-theatre.com/performance_3382/فیلم-قندون-جهیزیه/,صابر ابر ، کریم اکبری مبارکه ، نگار جواهریان ، افسانه چهره آزاد ، حسن عباسی ، اکبر عبدی|,,,,,,
کربلا جغرافیای یک تاریخ, 1393, http://www.cinema-theatre.com/performance_3481/فیلم-کربلا-جغرافیای-یک-تاریخ/,,,,,,,
کوچه بی نام, 1393, http://www.cinema-theatre.com/performance_3415/فیلم-کوچه-بی-نام/,علیرضا علویان ، امیر آقایی ، فرهاد اصلانی ، پانته آ بهرام ، ستاره پسیانی ، فرشته صدرعرفایی ، محمدرضا غفاری ، باران کوثری|,,,,,,
گاو زخمی, 1393, http://www.cinema-theatre.com/performance_3511/فیلم-گاو-زخمی/,مهران رجبی ، آزیتا لاچینی ، آرش مهاجری ، حمیدرضا هدایتی|,,,,,,
گینس, 1393, http://www.cinema-theatre.com/performance_3378/فیلم-گینس/,حسین اسکندری ، رضا عطاران ، محسن تنابنده ، جمال اجلالی ، علیرضا استادی ، شهره اشتری ، علی درویش ، آمنه کیوانی|,,,,,,
ماهی سیاه کوچولو, 1393, http://www.cinema-theatre.com/performance_3391/فیلم-ماهی-سیاه-کوچولو/,همایون ارشادی ، مریلا زارعی ، مصطفی زمانی|, https://fa.wikipedia.org//wiki/%D9%85%D8%A7%D9%87%DB%8C_%D8%B3%DB%8C%D8%A7%D9%87_%DA%A9%D9%88%DA%86%D9%88%D9%84%D9%88_(%D9%81%DB%8C%D9%84%D9%85), 34234000 , 90 , 1394, https://upload.wikimedia.org/wikipedia/fa/thumb/0/04/%D9%85%D8%A7%D9%87%DB%8C_%D8%B3%DB%8C%D8%A7%D9%87_%DA%A9%D9%88%DA%86%D9%88%D9%84%D9%88.JPG/220px-%D9%85%D8%A7%D9%87%DB%8C_%D8%B3%DB%8C%D8%A7%D9%87_%DA%A9%D9%88%DA%86%D9%88%D9%84%D9%88.JPG, fa
مبارک, 1393, http://www.cinema-theatre.com/performance_3517/فیلم-مبارک/,الناز شاکردوست ، منوچهر آذر ، امیر رهبری ، تورج نصر|,,,,,,
محمد رسول الله ص, 1393, http://www.cinema-theatre.com/performance_3383/فیلم-محمد-رسول-الله-ص/,مهدی پاکدل ، ساره بیات ، محسن تنابنده ، رعنا آزادی ور ، صادق هاتفی ، محمد عسگری ، هدایت هاشمی ، حسین داداش پور ، مینا ساداتی ، پانته‌آ مهدی‌نیا|,,,,,,
مذاکرات مستقیم آقای عبدی, 1393, http://www.cinema-theatre.com/performance_3350/فیلم-مذاکرات-مستقیم-آقای-عبدی/,اکبر عبدی|,,,,,,
مرگ ماهی, 1393, http://www.cinema-theatre.com/performance_3444/فیلم-مرگ-ماهی/,نیکی کریمی ، علی مصفا ، پانته آ بهرام ، طناز طباطبایی ، بابک حمیدیان ، ریما رامین فر ، سحر دولتشاهی ، بابک کریمی ، بهرنگ علوی ، حسام محمودی|, https://fa.wikipedia.org//wiki/%D9%85%D8%B1%DA%AF_%D9%85%D8%A7%D9%87%DB%8C, 576450000 , 110 , 1395, https://upload.wikimedia.org/wikipedia/fa/thumb/a/af/Marge_mahi_poster.jpg/250px-Marge_mahi_poster.jpg, fa
مزارشریف, 1393, http://www.cinema-theatre.com/performance_3384/فیلم-مزارشریف/,حسین یاری ، مسعود رایگان ، مهتاب کرامتی ، محمد آقامحمدی ، مهدی آگاهی ، حسین باشه آهنگر ، ابراهیم برزیده ، عمار تفتی ، عباس حبیبی ، مسعود سخایی ، رضا عزیزی ، علی عطایی ، امیرحسین فتحی ، پدرام یوسفی|,,,,,,
مستانه, 1393, http://www.cinema-theatre.com/performance_3337/فیلم-مستانه/,فرهاد اصلانی ، آتیلا پسیانی ، سحر دولتشاهی ، باران کوثری ، میلاد کی مرام ، محمد متوسلانی|,,,,,,
من دیگو مارادونا هستم, 1393, http://www.cinema-theatre.com/performance_3364/فیلم-من-دیگو-مارادونا-هستم/,گلاب آدینه ، ویشکا آسایش ، سعید آقاخانی ، صابر ابر ، بابک حمیدیان ، هومن سیدی ، پانته آ پناهیها ، علیرضا استادی ، جمشید هاشم پور|,,,,,,
من یک ایرانی ام, 1393, http://www.cinema-theatre.com/performance_3622/فیلم-من-یک-ایرانی-ام/,احمد نجفی ، محمد حاج حسینی ، علیرضا حیدری|,,,,,,
موقت, 1393, http://www.cinema-theatre.com/performance_3434/فیلم-موقت/,پگاه آهنگرانی ، نگار جواهریان ، نازنین فراهانی ، بابک کریمی|,,,,,,
ناهید, 1393, http://www.cinema-theatre.com/performance_3395/فیلم-ناهید/,ساره بیات ، پژمان بازغی ، نوید محمدزاده ، نسرین بابایی ، میلاد حسین پور ، رضا راد|, https://fa.wikipedia.org//wiki/%D9%86%D8%A7%D9%87%DB%8C%D8%AF_(%D9%81%DB%8C%D9%84%D9%85_%DB%B1%DB%B3%DB%B9%DB%B3), 378179300 , 105 , 1394, https://upload.wikimedia.org/wikipedia/fa/thumb/3/3e/Poster_nahid.jpg/250px-Poster_nahid.jpg, fa
نزدیک‌تر, 1393, http://www.cinema-theatre.com/performance_3419/فیلم-نزدیک‌تر/,پارسا پیروزفر ، پگاه آهنگرانی ، نازنین فراهانی ، ستاره اسکندری ، محمد بحرانی ، شیرین یزدان بخش ، صابر ابر|,,,,,,
نهنگ عنبر, 1393, http://www.cinema-theatre.com/performance_3371/فیلم-نهنگ-عنبر/,مهناز افشار ، رضا عطاران ، ویشکا آسایش ، هانیه توسلی ، رضا ناجی ، امیرحسین رستمی ، نادر سلیمانی ، حسین سلیمانی|,,,,,,
نیمرخ‌ها, 1393, http://www.cinema-theatre.com/performance_3429/فیلم-نیمرخ‌ها/,بابک حمیدیان ، هومن سیدی ، سحر دولتشاهی ، امیرحسین رستمی ، محمدسام قریبیان ، رویا نونهالی ، بهاران بنی احمدی ، شیرین اسماعیلی|,,,,,,
وروجک ها, 1393, http://www.cinema-theatre.com/performance_3413/فیلم-وروجک-ها/,سیما تیرانداز ، علیرضا خمسه|,,,,,,
هاری, 1393, http://www.cinema-theatre.com/performance_3624/فیلم-هاری/,مینا ساداتی ، حسین سلیمانی ، علی اصغر طبسی ، هنگامه قاضیانی ، علیرضا کمالی ، میلاد کی مرام ، اکبر معززی ، جمشید هاشم پور ، مجید واشقانی|,,,,,,
50 کیلو آلبالو, 1394, http://www.cinema-theatre.com/performance_3428/فیلم-50-کیلو-آلبالو/,فرهاد آئیش ، ویشکا آسایش ، مونا احمدی ، داریوش اسدزاده ، سیامک انصاری ، افسانه بایگان ، بهنوش بختیاری ، پژمان جمشیدی ، مانی حقیقی ، امید روحانی ، ساعد سهیلی ، علی صادقی ، سروش صحت ، آزاده صمدی ، مهران غفوریان|,,,,,,
ا بنبات چوبی, 1394, http://www.cinema-theatre.com/performance_3464/فیلم-ا-بنبات-چوبی/,رضا عطاران ، میلاد کی مرام ، سحر قریشی ، نگار عابدی ، شقایق فراهانی|,,,,,,
ا شوب, 1394, http://www.cinema-theatre.com/performance_3553/فیلم-ا-شوب/,فرهاد آئیش ، همایون ارشادی ، خسرو امیرصادقی ، لیلا اوتادی ، آتیلا پسیانی ، کوروش تهامی ، محمدرضا شریفی‌نیا ، امیرحسین صدیق ، داریوش فرهنگ ، عباس قاصدی ، شهره لرستانی ، یکتا ناصر ، محمدرضا هدایتی|,,,,,,
ابد و یک روز, 1394, http://www.cinema-theatre.com/performance_3423/فیلم-ابد-و-یک-روز/,پیمان معادی ، نوید محمدزاده ، پریناز ایزدیار ، ریما رامین فر ، محمد علیمحمدی ، مهدی قربانی ، شبنم مقدمی ، شیرین یزدان بخش|,,,,,,
اروند, 1394, http://www.cinema-theatre.com/performance_3479/فیلم-اروند/,سعید آقاخانی ، پانته آ پناهیها ، حسین سلیمانی ، مهرداد صدیقیان ، طناز طباطبایی|, https://fa.wikipedia.org//wiki/%D8%A7%D8%B1%D9%88%D9%86%D8%AF_(%D9%81%DB%8C%D9%84%D9%85), 183782000 , , 1395, https://upload.wikimedia.org/wikipedia/fa/thumb/d/d3/Arvand_poster.jpg/250px-Arvand_poster.jpg, fa
اژدها وارد می‌شود, 1394, http://www.cinema-theatre.com/performance_3440/فیلم-اژدها-وارد-می‌شود/,امیر جدیدی ، احسان گودرزی ، نادر فلاح ، جواد انصاری ، علی باقری ، کیانا تجمل ، همایون غنی‌زاده|,,,,,,
اشک نرگس, 1394, http://www.cinema-theatre.com/performance_3629/فیلم-اشک-نرگس/,رضا ایرانمنش ، شراره رخام ، نگین معتضدی ، محمود مقامی ، گیتی ساعتچی|,,,,,,
امکان مینا, 1394, http://www.cinema-theatre.com/performance_3461/فیلم-امکان-مینا/,میلاد کی مرام ، مینا ساداتی ، شاهرخ فروتنیان ، بهرنگ علوی ، شایسته ایرانی ، فرزاد باقری ، سیامک صفری ، سیامک احصائی ، علی مردانه|,,,,,,
ایستاده در غبار, 1394, http://www.cinema-theatre.com/performance_3453/فیلم-ایستاده-در-غبار/,هادی حجازی فر ، امیرحسین هاشمی|,,,,,,
این زن حقش را می خواهد, 1394, http://www.cinema-theatre.com/performance_3485/فیلم-این-زن-حقش-را-می-خواهد/,عبدالرضا آشتیانی ، افسانه پاکرو ، کامران تفتی ، رسول توکلی ، مینا جعفرزاده ، میترا حجار ، لعیا زنگنه ، روشنک عجمیان|,,,,,,
اینجا کسی نمی میرد, 1394, http://www.cinema-theatre.com/performance_3474/فیلم-اینجا-کسی-نمی-میرد/,رضا بهبودی ، مهدی حسینی نیا ، هومن سیدی ، بهار کاتوزی|,,,,,,
بادیگارد, 1394, http://www.cinema-theatre.com/performance_3422/فیلم-بادیگارد/,پرویز پرستویی ، بابک حمیدیان ، مریلا زارعی ، پریوش نظریه ، شیلا خداداد ، محمود عزیزی ، دیبا زاهدی|,,,,,,
بارکد, 1394, http://www.cinema-theatre.com/performance_3452/فیلم-بارکد/,بهرام رادان ، محسن کیایی ، سحر دولتشاهی ، بهاره کیان افشار ، سحر آربین ، پژمان بازغی ، بابک بهشاد ، شهرام جمشیدی ، مرجان علی زاده نیا|,,,,,,
برادرم خسرو, 1394, http://www.cinema-theatre.com/performance_3554/فیلم-برادرم-خسرو/,شهاب حسینی ، بیتا فرهی ، هنگامه قاضیانی ،  ناصر هاشمی|,,,,,,
به دنیا ا مدن, 1394, http://www.cinema-theatre.com/performance_3674/فیلم-به-دنیا-ا-مدن/,هدایت هاشمی ، الهام کردا ، پونه عبدالکریم زاده ، نیکی نصیریان ، رضا مرتضوی ، رویا جاویدنیا ، اسماعیل پوررضا ، سیاوش نقشبندی ، بهناز جعفری|,,,,,,
پل خواب, 1394, http://www.cinema-theatre.com/performance_3618/فیلم-پل-خواب/,اکبر زنجانپور ، ساعد سهیلی ، هومن سیدی ، آناهیتا افشار ، علیرضا ثانی فر ، حسام شجاعی|,,,,,,
تمرینی برای اجرا, 1394, http://www.cinema-theatre.com/performance_3496/فیلم-تمرینی-برای-اجرا/,محمود راسخ فر ، محمد ساربان ، محمدعلی سجادی ، میکائیل شهرستانی ، حسین فلاح ، مهدی میامی|,,,,,,
تولدت مبارک, 1394, http://www.cinema-theatre.com/performance_3675/فیلم-تولدت-مبارک/,اکبر عبدی ، محمدرضا فروتن|, https://fa.wikipedia.org//wiki/%D8%AA%D9%88%D9%84%D8%AF%D8%AA_%D9%85%D8%A8%D8%A7%D8%B1%DA%A9_(%D9%81%DB%8C%D9%84%D9%85_%DB%B1%DB%B3%DB%B5%DB%B1), , 117 , 1351, https://upload.wikimedia.org/wikipedia/commons/thumb/f/f8/Emoji_u1f3a5.svg/30px-Emoji_u1f3a5.svg.png, fa
تیک ا ف, 1394, http://www.cinema-theatre.com/performance_3545/فیلم-تیک-ا-ف/,مصطفی زمانی ، پگاه آهنگرانی ، رضا یزدانی ، سوگل قلاتیان|,,,,,,
جاودانگی, 1394, http://www.cinema-theatre.com/performance_3498/فیلم-جاودانگی/,علیرضا استادی ، سودابه بیضایی ، میثاق زارع ، فقیهه سلطانی ، مارال فرجاد ، رویا فلاحی ، اتابک نادری ، آناهیتا نعمتی|,,,,,,
جشن تولد, 1394, http://www.cinema-theatre.com/performance_3516/فیلم-جشن-تولد/,احمد کاوری ، علیرام نورایی|,,,,,,
جنجال در عروسی, 1394, http://www.cinema-theatre.com/performance_3495/فیلم-جنجال-در-عروسی/,علیرضا خمسه ، میرطاهر مظلومی ، نعیمه نظام دوست ، محمدرضا بحری ، مرتضی ضرابی ، مهدی قانع|,,,,,,
چهار اصفهانی در بغداد, 1394, http://www.cinema-theatre.com/performance_3505/فیلم-چهار-اصفهانی-در-بغداد/,ارژنگ امیرفضلی ، جعفر دهقان ، قاسم زارع ، اکبر عبدی ، نسرین مقانلو ، پوراندخت مهیمن|,,,,,,
چهارشنبه, 1394, http://www.cinema-theatre.com/performance_3433/فیلم-چهارشنبه/,شهاب حسینی ، نسیم ادبی ، فرخنده فرمانی زاده ، گیتی قاسمی|,,,,,,
خانه ای در خیابان چهل و یکم, 1394, http://www.cinema-theatre.com/performance_3508/فیلم-خانه-ای-در-خیابان-چهل-و-یکم/,مهناز افشار ، علی مصفا ، سهیلا رضوی ، علیرضا کمالی ، آرش مجیدی|,,,,,,
خشکسالی و دروغ, 1394, http://www.cinema-theatre.com/performance_3482/فیلم-خشکسالی-و-دروغ/,محمدرضا گلزار ، پگاه آهنگرانی ، علی سرابی ، آیدا کیخایی ، مهدی محرابی ، مارال بنی آدم ، خاطره اسدی ، مهدی حسینی نیا ، سمانه اسماعیلی ، نیما راد ، فرشاد میرزایی ، افشین اخلاقی ، آیلین کیخایی ، زهرا مصطفوی ، ابوالقاسم کرامتی و صدف فانی|,,,,,,
خشم و هیاهو, 1394, http://www.cinema-theatre.com/performance_3425/فیلم-خشم-و-هیاهو/,طناز طباطبایی ، نوید محمدزاده ، رعنا آزادی ور ، سعید چنگیزیان ، بهناز جعفری ، رضا بهبودی|,,,,,,
خوب بد جلف, 1394, http://www.cinema-theatre.com/performance_3515/فیلم-خوب-بد-جلف/,حمید فرخ نژاد ، پژمان جمشیدی ، سام درخشانی ، ویشکا آسایش ، نسیم ادبی ، بیژن امکانیان ، رضا رویگری ، آزاده صمدی ، نیوشا ضیغمی|,,,,,,
دختر, 1394, http://www.cinema-theatre.com/performance_3454/فیلم-دختر/,فرهاد اصلانی ، مریلا زارعی ، ماهور الوند ، مسعود سخایی ، نیوشا مدبر|,,,,,,
دراکولا, 1394, http://www.cinema-theatre.com/performance_3426/فیلم-دراکولا/,ویشکا آسایش ، رضا عطاران ، سیامک انصاری ، لیلا بلوکات ، امید روحانی ، بهمن صادق حسنی ، ژاله صامتی ، فروغ لسانی ، عباس محبوب ، محمود نظرعلیان ، لوون هفتوان|,,,,,,
دربست, 1394, http://www.cinema-theatre.com/performance_3432/فیلم-دربست/,شقایق فراهانی ، رضا ناجی ، امیرحسین صدیق ، بیژن بنفشه خواه ، حسین سلیمانی ، خاطره حاتمی ، امیر کربلایی زاده ، حسین عباسی ، نیما شاهرخ شاهی|,,,,,,
دلبری, 1394, http://www.cinema-theatre.com/performance_3446/فیلم-دلبری/,هنگامه قاضیانی ، آتیلا پسیانی ، عباس غزالی|,,,,,,
دو عروس, 1394, http://www.cinema-theatre.com/performance_3561/فیلم-دو-عروس/,دانیال عبادی ، افسانه پاکرو ، صفا آقاجانی ، سولماز آقمقانی ، محمدعلی خیامی ، بهزاد رحیم خانی ، میرطاهر مظلومی|,,,,,,
دوی ت, 1394, http://www.cinema-theatre.com/performance_3732/فیلم-دوی-ت/,علیرضا آقاخانی ، پانته آ پناهیها ، هدیه تهرانی ، نگار جواهریان ، مرتضی فرشباف ، علی مصفا|,,,,,,
ربوده شده, 1394, http://www.cinema-theatre.com/performance_3480/فیلم-ربوده-شده/,نیکی کریمی ، سروش صحت ، حامد جوادی ، مارال فرجاد ، کامران ملکی|,,,,,,
رسوایی 2, 1394, http://www.cinema-theatre.com/performance_3445/فیلم-رسوایی-2/,اکبر عبدی ، محمد‌رضا شریفی نیا ، مهران رجبی ، فخرالدین صدیق شریف ، سحر قریشی ، امیر نوری ، سیامک اشعریون ، اسماعیل خلج ، رامین راستاد|,,,,,,
رفقای خوب, 1394, http://www.cinema-theatre.com/performance_3477/فیلم-رفقای-خوب/,جمشید مشایخی ، داریوش اسدزاده ، رضا رویگری ، محمد کاسبی ، عنایت بخشی ، احمدرضا اسعدی ، نعیمه نظام دوست ، رامین ناصرنصیر ، نوید لایقی مقدم ، غلامرضا صادقی ، بیتا خردمند ، سیدجواد یحیوی ، ابراهیم تفرشی|, https://fa.wikipedia.org//wiki/%D8%B1%D9%81%D9%82%D8%A7%DB%8C_%D8%AE%D9%88%D8%A8_(%D9%81%DB%8C%D9%84%D9%85_%DB%B1%DB%B3%DB%B9%DB%B4), 16222000 , , 1395, https://upload.wikimedia.org/wikipedia/fa/thumb/d/d7/Rofaghaye_Khob.jpg/250px-Rofaghaye_Khob.jpg, fa
رگ خواب, 1394, http://www.cinema-theatre.com/performance_3564/فیلم-رگ-خواب/,لیلا حاتمی ، حمیدرضا آذرنگ ، کوروش تهامی ، الهام کردا|,,,,,,
زاپاس, 1394, http://www.cinema-theatre.com/performance_3456/فیلم-زاپاس/,امیر جعفری ، ریما رامین فر ، جواد عزتی ، الناز حبیبی ، شبنم مقدمی ، احمد مهران فر ، ماهان نصیری‌ندا|,,,,,,
سایه, 1394, http://www.cinema-theatre.com/performance_3469/فیلم-سایه/,رضا کیانیان ، پدرام شریفی ، دیبا زاهدی ، فاطمه گودرزی ، امیررضا زرین بخش ، ثریا قاسمی ، محمود مقامی ، شبنم مقدمی|, https://fa.wikipedia.org//wiki/%D8%B3%D8%A7%DB%8C%D9%87_(%D9%81%DB%8C%D9%84%D9%85_%DB%B1%DB%B3%DB%B9%DB%B4), 118567000 , , 1395, https://upload.wikimedia.org/wikipedia/fa/thumb/e/ea/Saye_poster.jpg/220px-Saye_poster.jpg, fa
سایه های موازی, 1394, http://www.cinema-theatre.com/performance_3472/فیلم-سایه-های-موازی/,شهاب حسینی ، سمیرا حسن‌پور ، سیامک صفری ، هوشنگ توکلی ، حدیث فولادوند ، ابوالفضل پورعرب|,,,,,,
سلام بمبیی, 1394, http://www.cinema-theatre.com/performance_3494/فیلم-سلام-بمبیی/,محمد رضا گلزار ، بنیامین بهادری ، شایلی ، بهروزچاهل ، Dia Mirza|Gulshan Grover­­­­­|Poonam Dhillon|Dalip Tahil|Simran Mishrikoti|,,,,,,
سیانور, 1394, http://www.cinema-theatre.com/performance_3486/فیلم-سیانور/,آتیلا پسیانی ، هانیه توسلی ، بابک حمیدیان ، پدرام شریفی ، فرزین صابونی ، بهنوش طباطبایی ، مهدی هاشمی|,,,,,,
سینما نیمکت, 1394, http://www.cinema-theatre.com/performance_3518/فیلم-سینما-نیمکت/,علی عمرانی ، مهتاب نصیرپور ، هومن برق نورد ، اشکان خطیبی|,,,,,,
عادت نمی‌کنیم, 1394, http://www.cinema-theatre.com/performance_3451/فیلم-عادت-نمی‌کنیم/,هدیه تهرانی ، پانته آ پناهیها ، محمدرضا فروتن ، حدیث میرامینی ، شیرین یزدان بخش|,,,,,,
غیر مجاز, 1394, http://www.cinema-theatre.com/performance_3595/فیلم-غیر-مجاز/,میلاد کی مرام ، لیلا زارع ، پریوش نظریه|,,,,,,
فروشنده, 1394, http://www.cinema-theatre.com/performance_3470/فیلم-فروشنده/,شهاب حسینی ، ترانه علیدوستی ، مینا ساداتی ، بابک کریمی|,,,,,,
فصل نرگس, 1394, http://www.cinema-theatre.com/performance_3574/فیلم-فصل-نرگس/,امیر آقایی ، شایسته ایرانی ، پژمان بازغی ، گوهر خیراندیش ، ریما رامین فر ، صالح میرزاآقایی ، یکتا ناصر ، محمدرضا هدایتی|,,,,,,
فهرست مقدس, 1394, http://www.cinema-theatre.com/performance_3599/فیلم-فهرست-مقدس/,,,,,,,
قیچی, 1394, http://www.cinema-theatre.com/performance_3459/فیلم-قیچی/,بهروز دورانی ، سروش صحت ، محمدرضا داوودنژاد ، عباس غزالی ، رابعه مدنی|,,,,,,
کبریت سوخته, 1394, http://www.cinema-theatre.com/performance_3572/فیلم-کبریت-سوخته/,شاهرخ استخری ، لیلا اوتادی ، امیررضا دلاوری ، نیما شاهرخ شاهی ، صالح میرزاآقایی|,,,,,,
کفش‌هایم کو, 1394, http://www.cinema-theatre.com/performance_3427/فیلم-کفش‌هایم-کو/,رضا کیانیان ، رویا نونهالی ، بهاره کیان افشار ، مجید مظفری ، منصوره وافری|,,,,,,
گاهی, 1394, http://www.cinema-theatre.com/performance_3449/فیلم-گاهی/,فریبرز عرب نیا ، اندیشه فولادوند ، ایمان افشاریان ، مهدی پاکدل ، آزاده صمدی ، عاطفه نوری|,,,,,,
گذر موقت, 1394, http://www.cinema-theatre.com/performance_3576/فیلم-گذر-موقت/,پانته آ بهرام ، مسعود کرامتی ، اسماعیل محرابی|,,,,,,
گیتا, 1394, http://www.cinema-theatre.com/performance_3504/فیلم-گیتا/,مریلا زارعی ، حمیدرضا آذرنگ ، بهناز جعفری ، نادر فلاح ، یلدا قشقایی|,,,,,,
لاک قرمز, 1394, http://www.cinema-theatre.com/performance_3501/فیلم-لاک-قرمز/,پانته آ پناهیها ، بهنام تشکر ، پردیس احمدیه ، مسعود کرامتی|,,,,,,
